,identifier,titleEn,scopeEn
548,13.030.30,Special wastes,"Including radioactive wastes, hospital wastes, carcasses, electrical, electronic equipment and other hazardous wastes"
549,13.030.40,Installations and equipment for waste disposal and treatment,"Including street cleaning equipment, waste containers, incineration and compaction equipment, equipment for dumping of refuse, landfill sites, etc."
550,13.030.50,Recycling,Including relevant equipment
551,13.030.99,Other standards related to wastes,Including waste prevention
552,13.040.01,Air quality in general,
553,13.040.20,Ambient atmospheres,Including indoor air
554,13.040.30,Workplace atmospheres,
555,13.040.35,Cleanrooms and associated controlled environments,
556,13.040.40,Stationary source emissions,
557,13.040.50,Transport exhaust emissions,
558,13.040.99,Other standards related to air quality,
559,13.060.01,Water quality in general,
560,13.060.10,Water of natural resources,
561,13.060.20,Drinking water,
562,13.060.25,Water for industrial use,"Including water for commercial use: for swimming pools, fish breeding, etc."
563,13.060.30,Sewage water,Including sewage water disposal and treatment
564,13.060.45,Examination of water in general,Including sampling
565,13.060.50,Examination of water for chemical substances,
566,13.060.60,Examination of physical properties of water,
567,13.060.70,Examination of biological properties of water,
568,13.060.99,Other standards related to water quality,
569,13.080.01,Soil quality and pedology in general,"Including pollution, erosion, degradation, etc."
570,13.080.05,Examination of soils in general,Including sampling
571,13.080.10,Chemical characteristics of soils,
572,13.080.20,Physical properties of soils,
573,13.080.30,Biological properties of soils,
574,13.080.40,Hydrological properties of soils,
575,13.080.99,Other standards related to soil quality,Including agricultural aspects related to soils and re-use of soil materials
576,13.220.01,Protection against fire in general,Including fire safety
577,13.220.10,Fire-fighting,Including equipment and vehicles
578,13.220.20,Fire protection,Including equipment
579,13.220.40,Ignitability and burning behaviour of materials and products,
580,13.220.50,Fire-resistance of building materials and elements,
581,13.220.99,Other standards related to protection against fire,
582,13.340.01,Protective equipment in general,
583,13.340.10,Protective clothing,Including flameproof clothing
584,13.340.20,Head protective equipment,"Including helmets, eye-protectors, hearing protectors, ear muffs, teeth protectors and hoods."
585,13.340.30,Respiratory protective devices,
586,13.340.40,Hand and arm protection,"Including protective gloves, sleeves and mits"
587,13.340.50,Leg and foot protection,Including safety boots and shoes
588,13.340.60,Protection against falling and slipping,"Including safety ropes, harnesses and fall arrestors"
589,13.340.70,"Lifejackets, buoyancy aids and flotation devices",
590,13.340.99,Other protective equipment,
591,17.040.01,Linear and angular measurements in general,
592,17.040.10,Limits and fits,
593,17.040.20,Properties of surfaces,
594,17.040.30,Measuring instruments,
595,17.040.40,Geometrical Product Specification (GPS),
596,17.040.99,Other standards related to linear and angular measurements,
597,17.120.01,Measurement of fluid flow in general,
598,17.120.10,Flow in closed conduits,
599,17.120.20,Flow in open channels,Including hydrometric determinations
600,17.140.01,Acoustic measurements and noise abatement in general,Including acoustic insulation
601,17.140.20,Noise emitted by machines and equipment,
602,17.140.30,Noise emitted by means of transport,"Including road noise, railway noise, harbour noise and airport noise"
603,17.140.50,Electroacoustics,Including sound level meters
604,17.140.99,Other standards related to acoustics,
605,17.180.01,Optics and optical measurements in general,
606,17.180.20,Colours and measurement of light,
607,17.180.30,Optical measuring instruments,"Including spectroscopes, geodetic instruments, etc."
608,17.180.99,Other standards related to optics and optical measurements,
609,17.200.01,Thermodynamics in general,
610,17.200.10,Heat. Calorimetry,
611,17.200.20,Temperature-measuring instruments,Including thermostats
612,17.200.99,Other standards related to thermodynamics,
613,17.220.01,Electricity. Magnetism. General aspects,Including electromagnetism
614,17.220.20,Measurement of electrical and magnetic quantities,"Including measuring instruments, instrument transformers"
615,17.220.99,Other standards related to electricity and magnetism,
616,21.040.01,Screw threads in general,
617,21.040.10,Metric screw threads,
618,21.040.20,Inch screw threads,Including Whitworth screw threads
619,21.060.01,Fasteners in general,
620,21.060.10,"Bolts, screws, studs",
621,21.060.20,Nuts,
622,21.060.30,"Washers, locking elements",
623,21.060.40,Rivets,
624,21.060.50,"Pins, nails",
625,21.060.60,"Rings, bushes, sleeves, collars",
626,21.060.70,Clamps and staples,
627,21.060.99,Other fasteners,
628,21.100.01,Bearings in general,
629,21.100.10,Plain bearings,
630,21.100.20,Rolling bearings,
631,21.120.01,Shafts and couplings in general,
632,21.120.10,Shafts,
633,21.120.20,Couplings,
634,21.120.30,"Keys and keyways, splines",
635,21.120.40,Balancing and balancing machines,
636,21.120.99,Other standards related to shafts and couplings,
637,21.220.01,Flexible drives and transmissions in general,
638,21.220.10,Belt drives and their components,
639,21.220.20,Cable or rope drives and their components,
640,21.220.30,Chain drives and their components,
641,21.220.99,Other flexible drives and transmissions,
642,23.020.01,Fluid storage devices in general,
643,23.020.10,Stationary containers and tanks,
644,23.020.20,Vessels and containers mounted on vehicles,
645,23.020.30,Pressure vessels,
646,23.020.35,Gas cylinders,
647,23.020.40,Cryogenic vessels,
648,23.020.99,Other fluid storage devices,
649,23.040.01,Pipeline components and pipelines in general,
650,23.040.03,Pipelines and its parts for external water conveyance systems,
651,23.040.05,Pipelines and its parts for external sewage systems,
652,23.040.07,Pipelines and its parts for district heat,
653,23.040.10,Iron and steel pipes,
654,23.040.15,Non-ferrous metal pipes,
655,23.040.20,Plastics pipes,
656,23.040.40,Metal fittings,
657,23.040.45,Plastics fittings,
658,23.040.50,Pipes and fittings of other materials,
659,23.040.60,"Flanges, couplings and joints",
660,23.040.70,Hoses and hose assemblies,
661,23.040.80,Seals for pipe and hose assemblies,
662,23.040.99,Other pipeline components,
663,23.060.01,Valves in general,
664,23.060.10,Globe valves,
665,23.060.20,Ball and plug valves,
666,23.060.30,Gate valves,
667,23.060.40,Pressure regulators,Including pressure-reducers
668,23.060.50,Check valves,
669,23.060.99,Other valves,
670,23.100.01,Fluid power systems in general,
671,23.100.10,Pumps and motors,
672,23.100.20,Cylinders,
673,23.100.40,Piping and couplings,
674,23.100.50,Control components,Including valves
675,23.100.60,"Filters, seals and contamination of fluids",
676,23.100.99,Other fluid power system components,
677,25.040.01,Industrial automation systems in general,
678,25.040.10,Machining centres,
679,25.040.20,Numerically controlled machines,
680,25.040.30,Industrial robots. Manipulators,
681,25.040.40,Industrial process measurement and control,
682,25.040.99,Other industrial automation systems,
683,25.060.01,Machine tool systems in general,
684,25.060.10,Modular units and other devices,
685,25.060.20,Dividing and tool-workpiece holding devices,
686,25.060.99,Other machine tool systems,
687,25.080.01,Machine tools in general,
688,25.080.10,Lathes,
689,25.080.20,Boring and milling machines,
690,25.080.25,Planing machines,
691,25.080.30,Broaching machines,
692,25.080.40,Drilling machines,
693,25.080.50,Grinding and polishing machines,
694,25.080.60,Sawing machines,
695,25.080.99,Other machine tools,
696,25.100.01,Cutting tools in general,
697,25.100.10,Turning tools,
698,25.100.20,Milling tools,
699,25.100.25,Tools for planing and broaching machines,
700,25.100.30,"Drills, countersinks, reamers",
701,25.100.40,Saws,
702,25.100.50,Taps and threading dies,
703,25.100.60,Files,
704,25.100.70,Abrasives,
705,25.100.99,Other cutting tools,
706,25.120.01,Chipless working equipment in general,
707,25.120.10,Forging equipment. Presses. Shears,
708,25.120.20,"Rolling, extruding and drawing equipment",
709,25.120.30,Moulding equipment,
710,25.120.40,Electrochemical machines,
711,25.120.99,Other chipless working equipment,
712,25.140.01,Hand-held tools in general,
713,25.140.10,Pneumatic tools,
714,25.140.20,Electric tools,
715,25.140.30,Hand-operated tools,"Including wrenches, screwdrivers, pliers, nippers, hammers, etc."
716,25.140.99,Other hand-held tools,
717,25.160.01,"Welding, brazing and soldering in general",Including welders' qualifications
718,25.160.10,Welding processes,Including thermal cutting and cladding
719,25.160.20,Welding consumables,"Including electrodes, filler metals, gases, etc."
720,25.160.30,Welding equipment,Including thermal cutting equipment
721,25.160.40,Welded joints and welds,Including welding position and mechanical and non-destructive testing of welded joints
722,25.160.50,Brazing and soldering,Including brazing and soldering alloys and equipment
723,25.180.01,Industrial furnaces in general,
724,25.180.10,Electric furnaces,
725,25.180.20,Fuel furnaces,
726,25.220.01,Surface treatment and coating in general,
727,25.220.10,Surface preparation,"Including surface preparation for painting, cleaning, scouring, blasting, etc."
728,25.220.20,Surface treatment,"Including anodization, conversion coating, thermal spraying, etc."
729,25.220.40,Metallic coatings,"Including electrolytic depositions, cathodic coatings, autocatalytic coatings, etc."
730,25.220.50,Enamels,
731,25.220.60,Organic coatings,
732,25.220.99,Other treatments and coatings,
733,27.060.01,Burners and boilers in general,
734,27.060.10,Liquid and solid fuel burners,
735,27.060.20,Gas fuel burners,
736,27.060.30,Boilers and heat exchangers,Including steam pressure vessels
737,27.120.01,Nuclear energy in general,
738,27.120.10,Reactor engineering,
739,27.120.20,Nuclear power plants. Safety,
740,27.120.30,Fissile materials and nuclear fuel technology,Including raw materials
741,27.120.99,Other standards related to nuclear energy,
742,29.035.01,Insulating materials in general,
743,29.035.10,Paper and board insulating materials,
744,29.035.20,Plastics and rubber insulating materials,Including adhesive tapes
745,29.035.30,Glass and ceramic insulating materials,
746,29.035.50,Mica based materials,
747,29.035.60,Varnished fabrics,
748,29.035.99,Other insulating materials,
749,29.040.01,Insulating fluids in general,
750,29.040.10,Insulating oils,
751,29.040.20,Insulating gases,
752,29.040.99,Other insulating fluids,
753,29.060.01,Electrical wires and cables in general,
754,29.060.10,Wires,"Including electric rods, busbars, etc."
755,29.060.20,Cables,
756,29.080.01,Electrical insulation in general,
757,29.080.10,Insulators,Including fittings and other components for insulators
758,29.080.20,Bushings,
759,29.080.30,Insulation systems,
760,29.080.99,Other standards related to insulation,
761,29.100.01,Components for electrical equipment in general,
762,29.100.10,Magnetic components,
763,29.100.20,Electric and electromechanical components,
764,29.100.99,Other components for electrical equipment,
765,29.120.01,Electrical accessories in general,
766,29.120.10,Conduits for electrical purposes,
767,29.120.20,Connecting devices,
768,29.120.30,"Plugs, socket-outlets, couplers",
769,29.120.40,Switches,
770,29.120.50,Fuses and other overcurrent protection devices,
771,29.120.70,Relays,
772,29.120.99,Other electrical accessories,
773,29.130.01,Switchgear and controlgear in general,
774,29.130.10,High voltage switchgear and controlgear,Including enclosed switchgear and controlgear
775,29.130.20,Low voltage switchgear and controlgear,Including switchgear and controlgear assemblies
776,29.130.99,Other switchgear and controlgear,
777,29.140.01,Lamps in general,
778,29.140.10,Lamp caps and holders,
779,29.140.20,Incandescent lamps,
780,29.140.30,Fluorescent lamps. Discharge lamps,
781,29.140.40,Luminaires,
782,29.140.50,Lighting installation systems,Including supply track systems
783,29.140.99,Other standards related to lamps,
784,29.160.01,Rotating machinery in general,
785,29.160.10,Components for rotating machines,
786,29.160.20,Generators,
787,29.160.30,Motors,
788,29.160.40,Generating sets,
789,29.160.99,Other standards related to rotating machinery,
790,29.220.01,Galvanic cells and batteries in general,
791,29.220.10,Primary cells and batteries,
792,29.220.20,Acid secondary cells and batteries,
793,29.220.30,Alkaline secondary cells and batteries,
794,29.220.99,Other cells and batteries,
795,29.240.01,Power transmission and distribution networks in general,
796,29.240.10,Substations. Surge arresters,
797,29.240.20,Power transmission and distribution lines,
798,29.240.30,Control equipment for electric power systems,
799,29.240.99,Other equipment related to power transmission and distribution networks,Including capacitors for power networks
800,29.260.01,Electrical equipment for working in special conditions in general,
801,29.260.10,Electrical installations for outdoor use,
802,29.260.20,Electrical apparatus for explosive atmospheres,
803,29.260.99,Other electrical equipment for working in special conditions,
804,31.040.01,Resistors in general,
805,31.040.10,Fixed resistors,
806,31.040.20,"Potentiometers, variable resistors",
807,31.040.30,Thermistors,
808,31.040.99,Other resistors,
809,31.060.01,Capacitors in general,
810,31.060.10,Fixed capacitors,
811,31.060.20,Ceramic and mica capacitors,
812,31.060.30,Paper and plastics capacitors,
813,31.060.40,Tantalum electrolytic capacitors,
814,31.060.50,Aluminium electrolytic capacitors,
815,31.060.60,Variable capacitors,
816,31.060.70,Power capacitors,
817,31.060.99,Other capacitors,
818,31.080.01,Semiconductor devices in general,
819,31.080.10,Diodes,
820,31.080.20,Thyristors,
821,31.080.30,Transistors,
822,31.080.99,Other semiconductor devices,
823,31.220.01,Electromechanical components in general,
824,31.220.10,Plug-and-socket devices. Connectors,
825,31.220.20,Switches,
826,31.220.99,Other electromechanical components,
827,33.040.01,Telecommunication systems in general,
828,33.040.20,Transmission systems,"Including synchronization, cable systems, integrated cabling, pathways and multiplexing"
829,33.040.30,Switching and signalling systems,Including telecommunication call charging and billing aspects
830,33.040.35,Telephone networks,"Including Public Switched Telephone Networks (PSTN), Private Telecommunication Networks (PTN) and Private Integrated Service Networks (PISN)"
831,33.040.40,Data communication networks,Including Packet Switched Public Data Networks (PSPDN) and Ethernet
832,33.040.50,"Lines, connections and circuits",Including access networks and network elements
833,33.040.60,Powerline telecommunications,
834,33.040.99,Other equipment for telecommunication systems,
835,33.050.01,Telecommunication terminal equipment in general,
836,33.050.10,Telephone equipment,
837,33.050.20,Paging equipment,
838,33.050.30,"Equipment for telex, teletext, telefax",
839,33.050.99,Other telecommunication terminal equipment,
840,33.060.01,Radiocommunications in general,
841,33.060.20,Receiving and transmitting equipment,
842,33.060.30,Radio relay and fixed satellite communications systems,
843,33.060.40,Cabled distribution systems,
844,33.060.99,Other equipment for radiocommunications,
845,33.070.01,Mobile services in general,
846,33.070.10,Terrestrial Trunked Radio (TETRA),
847,33.070.20,Paging systems,Including European Radio Message System (ERMES)
848,33.070.30,Digital Enhanced Cordless Telecommunications (DECT),
849,33.070.40,Satellite,Including Global Positioning System (GPS)
850,33.070.50,Global System for Mobile Communication (GSM),
851,33.070.99,Other mobile services,
852,33.100.01,Electromagnetic compatibility in general,
853,33.100.10,Emission,
854,33.100.20,Immunity,
855,33.100.99,Other aspects related to EMC,
856,33.120.01,Components and accessories in general,
857,33.120.10,Coaxial cables. Waveguides,
858,33.120.20,Wires and symmetrical cables,
859,33.120.30,RF connectors,
860,33.120.40,Aerials,
861,33.120.99,Other components and accessories,
862,33.160.01,"Audio, video and audiovisual systems in general",
863,33.160.10,Amplifiers,
864,33.160.20,Radio receivers,
865,33.160.25,Television receivers,
866,33.160.30,Audio systems,"Including tape recorders, records, magnetic tapes, cassettes, CDs, etc."
867,33.160.40,Video systems,"Including video tape recorders, cameras, cassettes, laser disks, etc."
868,33.160.50,Accessories,"Including headphones, loudspeakers, microphones, etc."
869,33.160.60,Multimedia systems and teleconferencing equipment,
870,33.160.99,"Other audio, video and audiovisual equipment",
871,33.180.01,Fibre optic systems in general,
872,33.180.10,Fibres and cables,
873,33.180.20,Fibre optic interconnecting devices,
874,33.180.30,Optic amplifiers,
875,33.180.99,Other fibre optic equipment,
876,35.040.01,Information coding in general,
877,35.040.10,Coding of character sets,
878,35.040.30,Coding of graphical and photographical information,
879,35.040.40,"Coding of audio, video, multimedia and hypermedia information",
880,35.040.50,Automatic identification and data capture techniques,"Including RFID, OCR, bar coding, etc."
881,35.040.99,Other standards related to information coding,
882,35.100.01,Open systems interconnection in general,
883,35.100.05,Multilayer applications,Including International Standardized Profiles
884,35.100.10,Physical layer,
885,35.100.20,Data link layer,
886,35.100.30,Network layer,
887,35.100.40,Transport layer,
888,35.100.50,Session layer,
889,35.100.60,Presentation layer,
890,35.100.70,Application layer,
891,35.220.01,Data storage devices in general,
892,35.220.10,Paper cards and tapes,
893,35.220.20,Magnetic storage devices in general,
894,35.220.21,Magnetic disks,"Including flexible disks, diskettes, disk packs, disk cartridges, etc."
895,35.220.22,Magnetic tapes,
896,35.220.23,Cassettes and cartridges for magnetic tapes,
897,35.220.30,Optical storage devices,Including CD and magneto-optical devices (MO)
898,35.220.99,Other data storage devices,
899,35.240.01,Application of information technology in general,
900,35.240.10,Computer-aided design (CAD),
901,35.240.15,Identification cards. Chip cards. Biometrics,"Including application of cards for banking, trade, telecommunications, transport, etc."
902,35.240.20,IT applications in office work,"Including text processing systems, text communication, text presentation, Office Document Architecture (ODA), etc."
903,35.240.30,"IT applications in information, documentation and publishing","Including Standard Generalized Markup Language (SGML), Extensible Markup Language (XML), automatic translation machines, etc."
904,35.240.40,IT applications in banking,Including automatic banking facilities
905,35.240.50,IT applications in industry,Including design automation
906,35.240.60,IT applications in transport,
907,35.240.63,IT applications in trade,Including EDIFACT and e-commerce
908,35.240.67,IT applications in building and construction industry,"Including building information modelling, Home and Building Electronic Systems (HBES)"
909,35.240.68,IT applications in agriculture,
910,35.240.69,IT applications in postal services,
911,35.240.70,IT applications in science,Including digital geographic information
912,35.240.80,IT applications in health care technology,Including computer tomography
913,35.240.90,IT applications in education,Including e-learning
914,35.240.95,Internet applications,
915,35.240.99,IT applications in other fields,
916,37.040.01,Photography in general,
917,37.040.10,Photographic equipment. Projectors,
918,37.040.20,"Photographic paper, films and plates. Cartridges",
919,37.040.25,Radiographic films,"Including dental, medical and industrial radiographic films"
920,37.040.30,Photographic chemicals,
921,37.040.99,Other standards related to photography,
922,37.060.01,Cinematography in general,
923,37.060.10,Motion picture equipment,
924,37.060.20,Motion picture films. Cartridges,
925,37.060.99,Other standards related to cinematography,
926,37.100.01,Graphic technology in general,Including proof corrections
927,37.100.10,Reproduction equipment,"Including printing, copying and duplicating machines, bookbinding equipment, etc."
928,37.100.20,Materials for graphic technology,
929,37.100.99,Other standards related to graphic technology,
930,39.040.01,Horology in general,
931,39.040.10,Watches,
932,39.040.20,Clocks,
933,39.040.99,Other time-measuring instruments,
934,43.040.01,Road vehicle systems in general,
935,43.040.10,Electrical and electronic equipment,
936,43.040.15,Car informatics. On board computer systems,"Including navigation systems, car radio, etc."
937,43.040.20,"Lighting, signalling and warning devices",
938,43.040.30,Indicating and control devices,
939,43.040.40,Braking systems,
940,43.040.50,"Transmissions, suspensions","Including clutches, gearboxes, power-steering systems, cardan shafts, differentials, wheels, rims, etc."
941,43.040.60,Bodies and body components,"Including vehicle frame and structure, heating devices, air-conditioning systems for passenger/driver compartments, roof load carriers, etc."
942,43.040.65,Glazing and wiper systems,"Including cleaning, defrosting and demisting devices, mirrors, etc."
943,43.040.70,Couplings,Including towing attachments and fifth wheel assemblies
944,43.040.80,Crash protection and restraint systems,"Including airbags, safety belts, traffic accident issues and safety enhancement matters"
945,43.040.99,Other road vehicle systems,
946,43.060.01,Internal combustion engines for road vehicles in general,
947,43.060.10,Engine block and internal components,
948,43.060.20,Pressure charging and air/exhaust gas ducting systems,
949,43.060.30,Cooling systems. Lubricating systems,
950,43.060.40,Fuel systems,
951,43.060.50,Electrical and electronic equipment. Control systems,Including ignition systems and starter motors
952,43.060.99,Other components and systems of internal combustion engines,
953,43.080.01,Commercial vehicles in general,
954,43.080.10,Trucks and trailers,Including tanker trucks and loading compartments
955,43.080.20,Buses,
956,43.080.99,Other commercial vehicles,
957,45.060.01,Railway rolling stock in general,
958,45.060.10,Tractive stock,
959,45.060.20,Trailing stock,Including tank wagons
960,47.020.01,General standards related to shipbuilding and marine structures,
961,47.020.05,Materials and components for shipbuilding,
962,47.020.10,Hulls and their structure elements,
963,47.020.20,Marine engines and propulsion systems,
964,47.020.30,Piping systems,
965,47.020.40,Lifting and cargo handling equipment,
966,47.020.50,Deck equipment and installations,
967,47.020.60,Electrical equipment of ships and of marine structures,
968,47.020.70,Navigation and control equipment,
969,47.020.80,Accommodation spaces,
970,47.020.85,Cargo spaces,Including tanks and tankers
971,47.020.90,"Marine ventilation, air conditioning and heating systems",
972,47.020.99,Other standards related to shipbuilding and marine structures,
973,49.025.01,Materials for aerospace construction in general,
974,49.025.05,Ferrous alloys in general,
975,49.025.10,Steels,
976,49.025.15,Non-ferrous alloys in general,
977,49.025.20,Aluminium,
978,49.025.30,Titanium,
979,49.025.40,Rubber and plastics,
980,49.025.50,Adhesives,
981,49.025.60,Textiles,Including textile glass and coated fabrics
982,49.025.99,Other materials,
983,49.030.01,Fasteners in general,
984,49.030.10,Screw threads,
985,49.030.20,"Bolts, screws, studs",
986,49.030.30,Nuts,
987,49.030.40,"Pins, nails",
988,49.030.50,Washers and other locking elements,
989,49.030.60,Rivets,
990,49.030.99,Other fasteners,
991,53.020.01,Lifting appliances in general,
992,53.020.20,Cranes,"Including mobile cranes, tower cranes, jib cranes, bridge cranes, etc."
993,53.020.30,Accessories for lifting equipment,"Including lifting hooks, shackles, link chains, wire ropes, etc."
994,53.020.99,Other lifting equipment,Including elevating work platforms
995,53.040.01,Continuous handling equipment in general,
996,53.040.10,Conveyors,
997,53.040.20,Components for conveyors,"Including conveyor belts, chains, chain wheels, etc."
998,53.040.30,Pneumatic transport and its components,
999,53.040.99,Other continuous handling equipment,
1000,55.180.01,Freight distribution of goods in general,
1001,55.180.10,General purpose containers,
1002,55.180.20,General purpose pallets,
1003,55.180.30,"Air mode containers, pallets and nets",
1004,55.180.40,"Complete, filled transport packages",Including reusable packages and unit loads
1005,55.180.99,Other standards related to freight distribution of goods,Including intermediate bulk containers
1006,59.060.01,Textile fibres in general,Including mixtures of fibres
1007,59.060.10,Natural fibres,
1008,59.060.20,Man-made fibres,
1009,59.060.30,Mineral and metal fibres,
1010,59.060.99,Other textile fibres,
1011,59.080.01,Textiles in general,Including colour fastness of textiles
1012,59.080.20,Yarns,"Including plied yarns, textured yarns, threads"
1013,59.080.30,Textile fabrics,"Including nonwovens, felts, lace, etc."
1014,59.080.40,Coated fabrics,
1015,59.080.50,Ropes,"Including strings, straps, bands"
1016,59.080.70,Geotextiles,Including geosynthetics
1017,59.080.80,Smart textiles,
1018,59.080.99,Other products of the textile industry,
1019,59.100.01,Materials for the reinforcement of composites in general,
1020,59.100.10,Textile glass materials,
1021,59.100.20,Carbon materials,
1022,59.100.30,Aramide materials,
1023,59.100.99,Other materials for the reinforcement of composites,
1024,59.120.01,Textile machinery in general,
1025,59.120.10,"Spinning, twisting and texturing machines",Including machines and equipment for manufacturing man-made filaments and fibres and for preparing fibres for spinning
1026,59.120.20,Winding machines and equipment,"Including machines and equipment for reeling, balling, warping, sizing, beaming, etc. of yarns"
1027,59.120.30,Looms. Weaving machines,
1028,59.120.40,Knitting machines,Including household knitting machines
1029,59.120.50,Dyeing and finishing equipment,
1030,59.120.99,Other textile machinery,
1031,59.140.01,Leather technology in general,
1032,59.140.10,Processes and auxiliary materials,
1033,59.140.20,"Raw skins, hides and pelts",
1034,59.140.30,Leather and furs,
1035,59.140.35,Leather products,"Including trunks, suitcases, handbags, purses, wallets, dog-collars, etc. made of materials other than leather"
1036,59.140.40,Machines and equipment for leather and fur production,
1037,59.140.99,Other standards related to leather technology,
1038,65.020.01,Farming and forestry in general,
1039,65.020.20,Plant growing,"Including horticulture, floriculture, seeds, plant diseases"
1040,65.020.30,Animal husbandry and breeding,Including sanitary inspection
1041,65.020.40,Landscaping and silviculture,
1042,65.020.99,Other standards related to farming and forestry,
1043,65.040.01,Farm buildings and installations in general,
1044,65.040.10,"Livestock buildings, installations and equipment",Including milking machines
1045,65.040.20,Buildings and installations for processing and storage of agricultural produce,Including slaughterhouses and related equipment
1046,65.040.30,Greenhouses and other installations,
1047,65.040.99,Other standards related to farm buildings and installations,
1048,65.060.01,Agricultural machines and equipment in general,
1049,65.060.10,Agricultural tractors and trailed vehicles,
1050,65.060.20,Soil-working equipment,
1051,65.060.25,"Equipment for storage, preparation and distribution of fertilizers",
1052,65.060.30,Sowing and planting equipment,
1053,65.060.35,Irrigation and drainage equipment,
1054,65.060.40,Plant care equipment,
1055,65.060.50,Harvesting equipment,
1056,65.060.60,Viticultural and wine-making equipment,
1057,65.060.70,Horticultural equipment,"Including lawnmowers, equipment for olive cultivation and olive production"
1058,65.060.80,Forestry equipment,Including chain- and brush-saws
1059,65.060.99,Other agricultural machines and equipment,
1060,65.100.01,Pesticides and other agrochemicals in general,
1061,65.100.10,Insecticides,
1062,65.100.20,Herbicides,
1063,65.100.30,Fungicides,
1064,65.100.99,Other pesticides and agrochemicals,
1065,67.080.01,"Fruits, vegetables and derived products in general",
1066,67.080.10,Fruits and derived products,Including nuts
1067,67.080.20,Vegetables and derived products,"Including tomato concentrates, ketchup, etc."
1068,67.100.01,Milk and milk products in general,
1069,67.100.10,Milk and processed milk products,"Including dried milk, condensed milk and evaporated milk"
1070,67.100.20,Butter,
1071,67.100.30,Cheese,"Including cottage cheese, whey cheese"
1072,67.100.40,Ice cream and ice confectionery,Including sorbets
1073,67.100.99,Other milk products,
1074,67.120.01,Animal produce in general,
1075,67.120.10,Meat and meat products,
1076,67.120.20,Poultry and eggs,
1077,67.120.30,Fish and fishery products,Including aquatic molluscs and other marine products
1078,67.120.99,Other animal produce,
1079,67.140.10,Tea,Including herb teas
1080,67.140.20,Coffee and coffee substitutes,
1081,67.140.30,Cocoa,
1082,67.160.01,Beverages in general,
1083,67.160.10,Alcoholic beverages,"Including beer, wine, spirits, etc."
1084,67.160.20,Non-alcoholic beverages,"Including juices, nectars, mineral waters, lemonades, root beer, cola drinks, etc."
1085,67.180.10,Sugar and sugar products,"Including molasses, sweets, sugar confectionary, honey, etc."
1086,67.180.20,Starch and derived products,"Including glucose syrups, etc."
1087,67.200.10,Animal and vegetable fats and oils,
1088,67.200.20,Oilseeds,
1089,67.220.10,Spices and condiments,
1090,67.220.20,Food additives,"Including salt, vinegar, food preservation additives, etc."
1091,71.040.01,Analytical chemistry in general,
1092,71.040.10,Chemical laboratories. Laboratory equipment,"Including hydrometers, alcoholometers, etc."
1093,71.040.20,Laboratory ware and related apparatus,
1094,71.040.30,Chemical reagents,Including reference materials
1095,71.040.40,Chemical analysis,Including analysis of gases and surface chemical analysis
1096,71.040.50,Physicochemical methods of analysis,Including spectrophotometric and chromatographic analysis
1097,71.040.99,Other standards related to analytical chemistry,
1098,71.060.01,Inorganic chemicals in general,
1099,71.060.10,Chemical elements,
1100,71.060.20,Oxides,"Including dioxides, peroxides, etc."
1101,71.060.30,Acids,
1102,71.060.40,Bases,
1103,71.060.50,Salts,
1104,71.060.99,Other inorganic chemicals,
1105,71.080.01,Organic chemicals in general,
1106,71.080.10,Aliphatic hydrocarbons,
1107,71.080.15,Aromatic hydrocarbons,
1108,71.080.20,Halogenated hydrocarbons,
1109,71.080.30,Organic nitrogen compounds,
1110,71.080.40,Organic acids,
1111,71.080.50,Anhydrides,
1112,71.080.60,Alcohols. Ethers,
1113,71.080.70,Esters,
1114,71.080.80,Aldehydes and ketones,
1115,71.080.90,Phenols,
1116,71.080.99,Other organic chemicals,
1117,71.100.01,Products of the chemical industry in general,
1118,71.100.10,Materials for aluminium production,
1119,71.100.20,Gases for industrial application,Including compressed air and hydrogen
1120,71.100.30,Explosives. Pyrotechnics and fireworks,
1121,71.100.35,Chemicals for industrial and domestic disinfection purposes,
1122,71.100.40,Surface active agents,
1123,71.100.45,Refrigerants and antifreezes,
1124,71.100.50,Wood-protecting chemicals,
1125,71.100.55,Silicones,
1126,71.100.60,Essential oils,
1127,71.100.70,Cosmetics. Toiletries,
1128,71.100.80,Chemicals for purification of water,
1129,71.100.99,Other products of the chemical industry,
1130,71.120.01,Equipment for the chemical industry in general,
1131,71.120.10,Reaction vessels and their components,
1132,71.120.20,Columns,
1133,71.120.30,Heat exchangers,
1134,71.120.99,Other equipment for the chemical industry,
1135,73.060.01,Metalliferous minerals in general,
1136,73.060.10,Iron ores,
1137,73.060.20,Manganese ores,
1138,73.060.30,Chromium ores,
1139,73.060.40,Aluminium ores,
1140,73.060.99,Other metalliferous minerals,
1141,73.100.01,Mining equipment in general,
1142,73.100.10,Tunnelling and tubing equipment,
1143,73.100.20,"Ventilation, air-conditioning and illumination equipment",
1144,73.100.30,Equipment for drilling and mine excavation,Including equipment for seabed mining
1145,73.100.40,Haulage and hoisting equipment,
1146,73.100.99,Other mining equipment,
1147,75.160.01,Fuels in general,
1148,75.160.10,Solid fuels,"Including coal products, coke, peat, wood, derivatives of coal pyrolysis, etc."
1149,75.160.20,Liquid fuels,"Including gasoline, diesel, kerosene, etc."
1150,75.160.30,Gaseous fuels,Including liquefied petroleum gases
1151,75.160.40,Biofuels,"Including solid biofuels, liquid biofuels and biogas"
